symbol,title,source,source_domain,source_reliability_score,published,tags,link,quality_score,fetched_at_utc,normalized_title,duplicate_key,duplicate_count,title_noise_score,governance_dataset,governance_status,governance_reason,retention_days,first_seen_at_utc,expires_at_utc,official_ready,usable_for_sentiment
VGT,Fidelity's FTEC ETF offers similar US tech expo... - Pluang,Pluang,news.google.com,0.62,2026-07-13 20:50:34+00:00,未分類,https://news.google.com/rss/articles/CBMisgFBVV95cUxPWVZ3RTJ6N1dWNmtkZE0wdmJlcWEtQlFfay1uVjJTbXNlcFg5UUtremFRWElGS2JyYlpVMUY3MVR6cUZmaHVZVWZYNkhEQzFzSThiOWJEWnZfaUJoMWVLeU5Sbk5IRWlYdlJLVlBpdHNRaE9OZ3N6NEpNTmsxVEtBbFBPR0hwT01ucjlLYTd4aFFnMW96bWxIRWF5aGR2ZFp3QmNhYmJuSXRrQ3NaXzFIX0lR?oc=5,55.516666666666666,2026-07-21T08:27:16+00:00,fidelity s ftec etf offers similar us tech expo pluang,fidelity s ftec etf offers similar us tech expo pluang,1,0.1089588377723971,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
SOXX,Investors Buy the Semiconductor Dip in $40 Billion Flows Week - ETF.com,ETF.com,news.google.com,0.62,2026-07-13 17:54:15+00:00,AI/晶片,https://news.google.com/rss/articles/CBMioAFBVV95cUxQWktERE9uYmRHRGkzbTRPaXN1ZzM2VEpJczRTNHZwNmktVVc5NDZpa1NoMGkwLWIzLVhFSUhKcmJkU0xwUjhaZUF1UnlXdTYyY2dMWWtac2xUSmlrUFhxbHZSZHBYOFdfS2RUTTg5Wk4td1VOUEFuUXhXMExGQTNnMXZsX18xU0l4aTM1X2FaeVRhRTZpM1RsdUJGc0RIVzFO?oc=5,61.266666666666666,2026-07-21T08:27:16+00:00,investors buy the semiconductor dip in 40 billion flows week etf com,investors buy the semiconductor dip in 40 billion flows week etf com,1,0.05432595573440644,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
MSFT,Should You Buy Microsoft Stock Before July 29? - Yahoo Finance,Yahoo Finance,news.google.com,0.62,2026-07-13 17:25:21+00:00,未分類,https://news.google.com/rss/articles/CBMilwFBVV95cUxPTkN3NzA2a01zXzlUc0pRclBVVm1ZX3ZpTXhMRjZia3hrWHB6WXc1c2tCZHB6NVZrWGp3enFQcjRrMkJVSmZ4Q3F2WHE3Y3p2UVVnbjRLYmVzZ2JxaUo3U3k2NlJsQU1obWRzb2dTRWZnQlh4MXRqei1iSlJyazNybTFtSkJnMmRUdWVFSkpHVlhlZ1U4RDEw?oc=5,56.516666666666666,2026-07-21T08:27:16+00:00,should you buy microsoft stock before july 29 yahoo finance,should you buy microsoft stock before july 29 yahoo finance,1,0.041474654377880185,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
VGT,No Mag 7? No Problem for Active Tech ETF GTEK - ETF Database,ETF Database,news.google.com,0.62,2026-07-13 16:48:22+00:00,未分類,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQaDlTeHA1aVdVQTBXZ1VUT3hIbDRhMk50VEdndHhaU3doZTFWbGpMOXBYX1BlYk9ZcjBuelRwX0hMcFdVanpIS3M1NWpQUTMtUUV4eExBaF9wU3pjY3Z0S1hycXFQTGQ4ZjQ5OU9jWU8xM0pTOVRsMl96QW85QVMyY3pzQTB6dzM3TjFF?oc=5,58.516666666666666,2026-07-21T08:27:16+00:00,no mag 7 no problem for active tech etf gtek etf database,no mag 7 no problem for active tech etf gtek etf database,1,0.042857142857142864,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
MSFT,MSFT Stock Has Bounced From This Price Before. Now What? - Trefis,Trefis,news.google.com,0.62,2026-07-13 16:06:25+00:00,未分類,https://news.google.com/rss/articles/CBMitgFBVV95cUxOT2d4ZlJOci1mYmN6c0xkak1naWJxanBwOHU5cW10M3FScExmQ3lpM2U2a0VEMXVYM1Z2RDBjOTU3b2x3dWFyS0N6MzM1RWlmcF9Qd0F1N2MxeDFmUlNvMWlyaHNobm5ObkVNZmV2SXhXQnY2V19oa2RvX3R0YVEydTBJQVNrdTJUNHlZQVJNblY1Nl8zZndxNDlpTlZvWU9NbkZwNF9KOVN4UzdKUmJrb0VPZ0pvdw?oc=5,57.516666666666666,2026-07-21T08:27:16+00:00,msft stock has bounced from this price before now what trefis,msft stock has bounced from this price before now what trefis,1,0.059340659340659345,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
IGV,How Much Palo Alto Networks (PANW) Do You Own By Accident? - Trefis,Trefis,news.google.com,0.62,2026-07-13 14:11:13+00:00,未分類,https://news.google.com/rss/articles/CBMiugFBVV95cUxNek00N3VUZ1NrSHRjN3d1QkFGZ3E2TjF5YmlYOUwwR1pwZHV3ekxZTE15SXFPSUk2MGVvSHNwTE5BbWVDT1N2SlRoX3otODJWRDhOWEdTOERhT3QxV1F3ekdPekk2U21DZUpkUUQzU1JVcVctSjhnbUFKUDBLMFp5S29fVFNNYnhNWEQ5bWVRNElQb2twb3ZiSF9UekllY05NMDJuQ3l2WUFhZ0NNSUhraU9yNmdsaFV5OUE?oc=5,58.516666666666666,2026-07-21T08:27:16+00:00,how much palo alto networks panw do you own by accident trefis,how much palo alto networks panw do you own by accident trefis,1,0.0767590618336887,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
AMZN,Amazon (AMZN) Stock Price Forecast: AWS Hit Its Fastest Growth in 15 Quarters — Does $200B Capex Matter? - TradingKey,TradingKey,news.google.com,0.62,2026-07-13 14:04:17+00:00,財報/財測；產品/需求,https://news.google.com/rss/articles/CBMi2wFBVV95cUxOcDBITVF6bTVnVWYwZ0NpWlBRV2tMcnVUeklrTGl4NUdBcnItNGI3ZHVxcDlEdHFTMUZqMDd0N3pqYjdTcFBHNWMyeXhsbWFqVlVLTW9Rc2c4elhWWVhuTkI3bkpJOXBJZ2NXRXVhQmZqVlJCSnJyNlZISXJZY1NyRm52dUpDMHgyYU5NZ3VneGlvQmpUTzZwTTBTSEZKY1JUdTV0eUgxYzc1QjVvR1FMa21kREVoR29YY3B6a1BHOU5ldjExdFN3d19ncEZnemphVUw1a3djZWRfa1k?oc=5,73.01666666666667,2026-07-21T08:27:16+00:00,amazon amzn stock price forecast aws hit its fastest growth in 15 quarters does 200b capex matter tradingkey,amazon amzn stock price forecast aws hit its fastest growth in 15 quarters does 200b capex matter tradingkey,1,0.07692307692307694,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
TSLA,Prediction: This Is How Tesla Stock Will Do After July 22 - The Motley Fool,The Motley Fool,news.google.com,0.62,2026-07-13 14:02:00+00:00,未分類,https://news.google.com/rss/articles/CBMimAFBVV95cUxPUjVVZS0zRWRibWZtM3QybGFpTDFpQzV4MkxXTldRT191UVUwREFZemhBTHpUY1dLc1E5VjhsQ0M0WjlaZVBzVldmLS16MDZTYk1UTlR6UFQyRVpEdm5YY1pzUHM1N0VyTTZ4ak95NmxTSnkxWFNLV2VudHZmRk4yUnYwdHFXdUpicV9wdU1ndDJtMkNDdWt4Yg?oc=5,60.516666666666666,2026-07-21T08:27:16+00:00,prediction this is how tesla stock will do after july 22 the motley fool,prediction this is how tesla stock will do after july 22 the motley fool,1,0.03428571428571429,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
MSFT,Why Is Microsoft Stock So Cheap? - Forbes,Forbes,news.google.com,0.62,2026-07-13 13:31:25+00:00,未分類,https://news.google.com/rss/articles/CBMilAFBVV95cUxPdTZaVHk3N1czdlpWdE55OGF2d1loOTBsUkNLQ0JLRVFjS3RIRGcybHVwc0NpSHZwQ1JxMnU0YVBoUzdYU3hsTXRwVzVYSjFYWW5BYktpcWEzY2RmSm9RUTRoNWpnVjN4SjgtRy1VSnc2SUdOdF9Fel9uWEJ3TmRQbFE5bWQ4VExwZ3pKTFdHRXQ5TzQ1?oc=5,53.516666666666666,2026-07-21T08:27:16+00:00,why is microsoft stock so cheap forbes,why is microsoft stock so cheap forbes,1,0.06271777003484322,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
TSLA,The Real Price of Tesla Stock Is Three Years Away - Trefis,Trefis,news.google.com,0.62,2026-07-13 13:06:12+00:00,未分類,https://news.google.com/rss/articles/CBMirwFBVV95cUxNbnJCRWxyOHUwd0FVZ0M5QnpzTVpnTVZrWlBaYWhLWDc5ZmRlSmpURFpPRF9tN25LVEFLRXZob2xvV1dFTDloeFQ4N2NGdS1jcTQ0NURiZDhpRkZ5TFgxRHU0ZjU4YjRYOG1MM2xIS3JWSVdRczk4eng4YmRIbnpTLUtudVUwSWQzeU9jZ21Zblhaa3BOWTBBcmcxZ1pQNy1NWklBQkJ5Wl9jR0NucnNZ?oc=5,57.516666666666666,2026-07-21T08:27:16+00:00,the real price of tesla stock is three years away trefis,the real price of tesla stock is three years away trefis,1,0.022167487684729065,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
IYW,Burry says AI hype is starting to look familiar (XT:NASDAQ) - Seeking Alpha,Seeking Alpha,news.google.com,0.62,2026-07-13 09:59:11+00:00,AI/晶片,https://news.google.com/rss/articles/CBMijgFBVV95cUxNT1g2bXRsS1dQM0RZaTJkQXRkb3BhRWJuM2NrcXh4T2hvYUoxX2t5Y3RUWTJnLTJrdWxieVJqcURwalhKLXRxZHVmSnBCRE5PWE0yaFhONC1Oa1lvS3lqRDVwelktNWNUdzh3em8zejNPYmFkZ3plUk9CM09EVlpQRzRDQ0J1R0pwT2NycjBB?oc=5,62.266666666666666,2026-07-21T08:27:16+00:00,burry says ai hype is starting to look familiar xt nasdaq seeking alpha,burry says ai hype is starting to look familiar xt nasdaq seeking alpha,1,0.06857142857142857,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
GOOGL,Alphabet Inc (GOOGL) Stock: Looking Beyond the $4.7 Billion EU Fine - Yahoo Finance,Yahoo Finance,news.google.com,0.62,2026-07-13 09:21:59+00:00,監管/訴訟,https://news.google.com/rss/articles/CBMingFBVV95cUxPbENHRFY1b0xxTEprUDBVX3dWcWY3a3Y5eDBuZ2luWUM2aHRRcHRFbmNKTEs0akhUNDl3YTVmWXhYMjhZQmNPSmRWaWgyQkEtbGpGN0JXOW52MWhVMUxOeHFWUzFyWktzOHo4Ty1pR3Y3d0lDR0Fvc1F2REk3YXlkQjFMQmpuOTJaM0RVcGEyTThYY19PMWNsSVBaZS1hdw?oc=5,63.266666666666666,2026-07-21T08:27:16+00:00,alphabet inc googl stock looking beyond the 4 7 billion eu fine yahoo finance,alphabet inc googl stock looking beyond the 4 7 billion eu fine yahoo finance,1,0.09294320137693632,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
VGT,Meet the Vanguard ETF That Has Crushed the S&P 500 Over the Last 10 Years - The Globe and Mail,The Globe and Mail,news.google.com,0.62,2026-07-12 21:43:00+00:00,AI/晶片,https://news.google.com/rss/articles/CBMi5gFBVV95cUxNY01kWW9DOG1Bd1MyU2VqaThKTWJucVJLS0NST0hxbFRGM3JkMTFwZFRHd2t0d2lkSWd4MDQwOWlfMlJMbWlIdnpWaFlNZWwtYVM4VnlPdEc0TmNramN4Q2l0djdObnZseEtCenhHRmRRV2hkc1NmZm1FOS01Q1VONTVodWgtRWRNWVcyYWNHMm10ZTJYdkJMb2NXSWNDWTlEMVhQSFZqVzN6ZlRlTUx1UE5SdkZJWTUyZEdGOXFRVkpMaFFiWUFTOFhUa2lCN3E4Vl9VWDNrU2FsbC1TZ2VJWVViVWxWZw?oc=5,68.93333333333334,2026-07-21T08:27:16+00:00,meet the vanguard etf that has crushed the s p 500 over the last 10 years the globe and mail,meet the vanguard etf that has crushed the s p 500 over the last 10 years the globe and mail,1,0.02735562310030395,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
MSFT,Should You Buy Microsoft Corporation (MSFT)’s Shares? - Yahoo Finance,Yahoo Finance,news.google.com,0.62,2026-07-12 07:00:00+00:00,未分類,https://news.google.com/rss/articles/CBMipAFBVV95cUxQV2c5cF9jQXJQbjdWbUgtYlB6NWwtaHdBREpnb1Q3SXFCb3ZfYnZIOWVUQ3NiZF9ibmVINl9SZ3p2YkZLUlRfM0dMUVNTVmFaYXZ5dS1hcUQ4ejZldEtEbzdIVGpEemxOSTVuTWpHSWNmcTNWdjZyMlBxRjFaVmVKZjBNc2FkUDc1N1VRaGVSb21VdXFKLVNqYXNsTjBaVmpnby14MQ?oc=5,54.85,2026-07-21T08:27:16+00:00,should you buy microsoft corporation msft s shares yahoo finance,should you buy microsoft corporation msft s shares yahoo finance,1,0.09316770186335405,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
QQQ,IQQ: IShares' New Nasdaq-100 ETF Is A Strong QQQ Alternative At Half The Cost - Seeking Alpha,Seeking Alpha,news.google.com,0.62,2026-07-12 07:00:00+00:00,未分類,https://news.google.com/rss/articles/CBMitwFBVV95cUxONHNfY2NaTzdpaVlRRnVWeGFxS0ptWHF2QlpSZURiWlg1Qnd2bkx2NjBGWWJzWE1aQy1HNnVFckFYbmtWd1B5VGVXamJqc1hXMmxMY2Q1ZGVWNHhudHA3a1dndjBhOG5DekFsVHoxbnlHUHFiWFFoRThRdk9aMjBPYm9KaTJyelgtTVJuZWJGelh4SW5OeDZkNWpnNjNhOVpSakVZTVRvQ05wOWpLbTVCWl9UTGV0ZHM?oc=5,61.85,2026-07-21T08:27:16+00:00,iqq ishares new nasdaq 100 etf is a strong qqq alternative at half the cost seeking alpha,iqq ishares new nasdaq 100 etf is a strong qqq alternative at half the cost seeking alpha,1,0.05529953917050692,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
QQQ,"If I Could Tell Every QQQ Investor 1 Thing About SpaceX's Nasdaq-100 Entry, It's This - The Motley Fool",The Motley Fool,news.google.com,0.62,2026-07-12 07:00:00+00:00,產品/需求,https://news.google.com/rss/articles/CBMimAFBVV95cUxORVU5VnRZOHF3ZTIyX0JLdkVOYXZHb3BpYjE1U2ItcXUwVEJ6ekVtVXBaOFpoMlZQRkk3Y1FfdFNkbDFrMGZlMEE1Ny1JOEhnQ1BtSE9ldmFCZHgxNkNSVE9zWUhycDZnaFd6WmItZTNJc3Z4MVozdGZYWUN2MWNnUmtVbEhJdDE2SHc0RWpYZFIyaWZkS2E3aw?oc=5,67.6,2026-07-21T08:27:16+00:00,if i could tell every qqq investor 1 thing about spacex s nasdaq 100 entry it s this the motley fool,if i could tell every qqq investor 1 thing about spacex s nasdaq 100 entry it s this the motley fool,1,0.06241331484049931,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
AMZN,Amazon Has Underperformed in 2026. Is the Stock a Bargain Now? - Yahoo Finance,Yahoo Finance,news.google.com,0.62,2026-07-11 10:25:00+00:00,AI/晶片,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPOC1YdXNtVWhmNU9Uc1hucDRYZDczdWpHYUszc0d4TU9JeWYxb2JoMTdzdkdwbzlVRUlqUFM0aFMwbnU1WmNNV1ZZaU5McVlvaVViQ0Z3TXFPajdkOG9FOU1WY0JqaUNUWkRyMURhZC1EMGhyTHVEN0ZvWWVEWmkyNzg2cVpmLTJ6U3F1TURnNlRTcVhnbjBKMzhXSmRUYVZKRlJRTmRhVVI?oc=5,62.6,2026-07-21T08:27:16+00:00,amazon has underperformed in 2026 is the stock a bargain now yahoo finance,amazon has underperformed in 2026 is the stock a bargain now yahoo finance,1,0.049450549450549455,watchlist_news,official,passed_basic_checks,3650,2026-07-21T08:27:16+0000,2036-07-18T08:27:16+0000,True,True
